pathways	symbol	type
Propanoate metabolism	EHHADH	Carbohydrate metabolism
Propanoate metabolism	ECHS1	Carbohydrate metabolism
Propanoate metabolism	HIBCH	Carbohydrate metabolism
Propanoate metabolism	ACACA	Carbohydrate metabolism
Propanoate metabolism	ACACB	Carbohydrate metabolism
Propanoate metabolism	MLYCD	Carbohydrate metabolism
Propanoate metabolism	ABAT	Carbohydrate metabolism
Propanoate metabolism	PCCA	Carbohydrate metabolism
Propanoate metabolism	PCCB	Carbohydrate metabolism
Propanoate metabolism	ECHDC1	Carbohydrate metabolism
Propanoate metabolism	MCEE	Carbohydrate metabolism
Propanoate metabolism	MMUT	Carbohydrate metabolism
Propanoate metabolism	SUCLG1	Carbohydrate metabolism
Propanoate metabolism	SUCLG2	Carbohydrate metabolism
Propanoate metabolism	SUCLA2	Carbohydrate metabolism
Propanoate metabolism	ALDH6A1	Carbohydrate metabolism
Propanoate metabolism	LDHAL6A	Carbohydrate metabolism
Propanoate metabolism	LDHAL6B	Carbohydrate metabolism
Propanoate metabolism	LDHA	Carbohydrate metabolism
Propanoate metabolism	LDHB	Carbohydrate metabolism
Propanoate metabolism	LDHC	Carbohydrate metabolism
Butanoate metabolism	ACAT2	Carbohydrate metabolism
Butanoate metabolism	ACAT1	Carbohydrate metabolism
Butanoate metabolism	HADH	Carbohydrate metabolism
Butanoate metabolism	HADHA	Carbohydrate metabolism
Butanoate metabolism	EHHADH	Carbohydrate metabolism
Butanoate metabolism	ECHS1	Carbohydrate metabolism
Butanoate metabolism	ACADS	Carbohydrate metabolism
Butanoate metabolism	ACSM1	Carbohydrate metabolism
Butanoate metabolism	ACSM2A	Carbohydrate metabolism
Butanoate metabolism	ACSM4	Carbohydrate metabolism
Butanoate metabolism	ACSM5	Carbohydrate metabolism
Butanoate metabolism	ACSM3	Carbohydrate metabolism
Butanoate metabolism	ACSM2B	Carbohydrate metabolism
Butanoate metabolism	ACSM6	Carbohydrate metabolism
Butanoate metabolism	L2HGDH	Carbohydrate metabolism
Butanoate metabolism	GAD1	Carbohydrate metabolism
Butanoate metabolism	GAD2	Carbohydrate metabolism
Butanoate metabolism	ABAT	Carbohydrate metabolism
Butanoate metabolism	ALDH5A1	Carbohydrate metabolism
Butanoate metabolism	HMGCS1	Carbohydrate metabolism
Butanoate metabolism	HMGCS2	Carbohydrate metabolism
Butanoate metabolism	HMGCL	Carbohydrate metabolism
Butanoate metabolism	HMGCLL1	Carbohydrate metabolism
Butanoate metabolism	OXCT1	Carbohydrate metabolism
Butanoate metabolism	OXCT2	Carbohydrate metabolism
Butanoate metabolism	AACS	Carbohydrate metabolism
Butanoate metabolism	BDH1	Carbohydrate metabolism
Inositol phosphate metabolism	PIK3C3	Carbohydrate metabolism
Inositol phosphate metabolism	MTM1	Carbohydrate metabolism
Inositol phosphate metabolism	MTMR1	Carbohydrate metabolism
Inositol phosphate metabolism	MTMR2	Carbohydrate metabolism
Inositol phosphate metabolism	MTMR3	Carbohydrate metabolism
Inositol phosphate metabolism	MTMR4	Carbohydrate metabolism
Inositol phosphate metabolism	MTMR8	Carbohydrate metabolism
Inositol phosphate metabolism	MTMR6	Carbohydrate metabolism
Inositol phosphate metabolism	MTMR7	Carbohydrate metabolism
Inositol phosphate metabolism	MTMR14	Carbohydrate metabolism
Inositol phosphate metabolism	PI4KA	Carbohydrate metabolism
Inositol phosphate metabolism	PI4KB	Carbohydrate metabolism
Inositol phosphate metabolism	PI4K2A	Carbohydrate metabolism
Inositol phosphate metabolism	PI4K2B	Carbohydrate metabolism
Inositol phosphate metabolism	SACM1L	Carbohydrate metabolism
Inositol phosphate metabolism	INPP5F	Carbohydrate metabolism
Inositol phosphate metabolism	PIP5K1C	Carbohydrate metabolism
Inositol phosphate metabolism	PIP5K1A	Carbohydrate metabolism
Inositol phosphate metabolism	PIP5K1B	Carbohydrate metabolism
Inositol phosphate metabolism	PIP5KL1	Carbohydrate metabolism
Inositol phosphate metabolism	OCRL	Carbohydrate metabolism
Inositol phosphate metabolism	INPP5B	Carbohydrate metabolism
Inositol phosphate metabolism	INPP5E	Carbohydrate metabolism
Inositol phosphate metabolism	SYNJ1	Carbohydrate metabolism
Inositol phosphate metabolism	SYNJ2	Carbohydrate metabolism
Inositol phosphate metabolism	PIK3CA	Carbohydrate metabolism
Inositol phosphate metabolism	PIK3CD	Carbohydrate metabolism
Inositol phosphate metabolism	PIK3CB	Carbohydrate metabolism
Inositol phosphate metabolism	PIK3CG	Carbohydrate metabolism
Inositol phosphate metabolism	PTEN	Carbohydrate metabolism
Inositol phosphate metabolism	INPP5D	Carbohydrate metabolism
Inositol phosphate metabolism	INPPL1	Carbohydrate metabolism
Inositol phosphate metabolism	PIK3C2G	Carbohydrate metabolism
Inositol phosphate metabolism	PIK3C2A	Carbohydrate metabolism
Inositol phosphate metabolism	PIK3C2B	Carbohydrate metabolism
Inositol phosphate metabolism	INPP4A	Carbohydrate metabolism
Inositol phosphate metabolism	INPP4B	Carbohydrate metabolism
Inositol phosphate metabolism	PIKFYVE	Carbohydrate metabolism
Inositol phosphate metabolism	FIG4	Carbohydrate metabolism
Inositol phosphate metabolism	PIP4K2C	Carbohydrate metabolism
Inositol phosphate metabolism	PIP4K2A	Carbohydrate metabolism
Inositol phosphate metabolism	PIP4K2B	Carbohydrate metabolism
Inositol phosphate metabolism	PLCB1	Carbohydrate metabolism
Inositol phosphate metabolism	PLCB2	Carbohydrate metabolism
Inositol phosphate metabolism	PLCB3	Carbohydrate metabolism
Inositol phosphate metabolism	PLCB4	Carbohydrate metabolism
Inositol phosphate metabolism	PLCD1	Carbohydrate metabolism
Inositol phosphate metabolism	PLCD3	Carbohydrate metabolism
Inositol phosphate metabolism	PLCD4	Carbohydrate metabolism
Inositol phosphate metabolism	PLCE1	Carbohydrate metabolism
Inositol phosphate metabolism	PLCG1	Carbohydrate metabolism
Inositol phosphate metabolism	PLCG2	Carbohydrate metabolism
Inositol phosphate metabolism	PLCZ1	Carbohydrate metabolism
Inositol phosphate metabolism	PLCH1	Carbohydrate metabolism
Inositol phosphate metabolism	PLCH2	Carbohydrate metabolism
Inositol phosphate metabolism	IMPA2	Carbohydrate metabolism
Inositol phosphate metabolism	IMPA1	Carbohydrate metabolism
Inositol phosphate metabolism	CDIPT	Carbohydrate metabolism
Inositol phosphate metabolism	ISYNA1	Carbohydrate metabolism
Inositol phosphate metabolism	INPP1	Carbohydrate metabolism
Inositol phosphate metabolism	INPP5A	Carbohydrate metabolism
Inositol phosphate metabolism	INPP5K	Carbohydrate metabolism
Inositol phosphate metabolism	INPP5J	Carbohydrate metabolism
Inositol phosphate metabolism	MINPP1	Carbohydrate metabolism
Inositol phosphate metabolism	ITPKB	Carbohydrate metabolism
Inositol phosphate metabolism	ITPKA	Carbohydrate metabolism
Inositol phosphate metabolism	ITPKC	Carbohydrate metabolism
Inositol phosphate metabolism	ITPK1	Carbohydrate metabolism
Inositol phosphate metabolism	IPMK	Carbohydrate metabolism
Inositol phosphate metabolism	IPPK	Carbohydrate metabolism
Inositol phosphate metabolism	MIOX	Carbohydrate metabolism
Inositol phosphate metabolism	ALDH6A1	Carbohydrate metabolism
Inositol phosphate metabolism	TPI1	Carbohydrate metabolism
Oxidative phosphorylation	ND1	Energy metabolism
Oxidative phosphorylation	ND2	Energy metabolism
Oxidative phosphorylation	ND3	Energy metabolism
Oxidative phosphorylation	ND4	Energy metabolism
Oxidative phosphorylation	ND4L	Energy metabolism
Oxidative phosphorylation	ND5	Energy metabolism
Oxidative phosphorylation	ND6	Energy metabolism
Oxidative phosphorylation	NDUFS1	Energy metabolism
Oxidative phosphorylation	NDUFS2	Energy metabolism
Oxidative phosphorylation	NDUFS3	Energy metabolism
Oxidative phosphorylation	NDUFS4	Energy metabolism
Oxidative phosphorylation	NDUFS5	Energy metabolism
Oxidative phosphorylation	NDUFS6	Energy metabolism
Oxidative phosphorylation	NDUFS7	Energy metabolism
Oxidative phosphorylation	NDUFS8	Energy metabolism
Oxidative phosphorylation	NDUFV1	Energy metabolism
Oxidative phosphorylation	NDUFV2	Energy metabolism
Oxidative phosphorylation	NDUFV3	Energy metabolism
Oxidative phosphorylation	NDUFA1	Energy metabolism
Oxidative phosphorylation	NDUFA2	Energy metabolism
Oxidative phosphorylation	NDUFA3	Energy metabolism
Oxidative phosphorylation	NDUFA4	Energy metabolism
Oxidative phosphorylation	NDUFA4L2	Energy metabolism
Oxidative phosphorylation	NDUFA5	Energy metabolism
Oxidative phosphorylation	NDUFA6	Energy metabolism
Oxidative phosphorylation	NDUFA7	Energy metabolism
Oxidative phosphorylation	NDUFA8	Energy metabolism
Oxidative phosphorylation	NDUFA9	Energy metabolism
Oxidative phosphorylation	NDUFA10	Energy metabolism
Oxidative phosphorylation	NDUFAB1	Energy metabolism
Oxidative phosphorylation	NDUFA11	Energy metabolism
Oxidative phosphorylation	NDUFA12	Energy metabolism
Oxidative phosphorylation	NDUFA13	Energy metabolism
Oxidative phosphorylation	NDUFB1	Energy metabolism
Oxidative phosphorylation	NDUFB2	Energy metabolism
Oxidative phosphorylation	NDUFB3	Energy metabolism
Oxidative phosphorylation	NDUFB4	Energy metabolism
Oxidative phosphorylation	NDUFB5	Energy metabolism
Oxidative phosphorylation	NDUFB6	Energy metabolism
Oxidative phosphorylation	NDUFB7	Energy metabolism
Oxidative phosphorylation	NDUFB8	Energy metabolism
Oxidative phosphorylation	NDUFB9	Energy metabolism
Oxidative phosphorylation	NDUFB10	Energy metabolism
Oxidative phosphorylation	NDUFB11	Energy metabolism
Oxidative phosphorylation	NDUFC1	Energy metabolism
Oxidative phosphorylation	NDUFC2	Energy metabolism
Oxidative phosphorylation	NDUFC2-KCTD14	Energy metabolism
Oxidative phosphorylation	SDHA	Energy metabolism
Oxidative phosphorylation	SDHB	Energy metabolism
Oxidative phosphorylation	SDHC	Energy metabolism
Oxidative phosphorylation	SDHD	Energy metabolism
Oxidative phosphorylation	UQCRFS1	Energy metabolism
Oxidative phosphorylation	CYTB	Energy metabolism
Oxidative phosphorylation	CYC1	Energy metabolism
Oxidative phosphorylation	UQCRC1	Energy metabolism
Oxidative phosphorylation	UQCRC2	Energy metabolism
Oxidative phosphorylation	UQCRH	Energy metabolism
Oxidative phosphorylation	UQCRHL	Energy metabolism
Oxidative phosphorylation	UQCRB	Energy metabolism
Oxidative phosphorylation	UQCRQ	Energy metabolism
Oxidative phosphorylation	UQCR10	Energy metabolism
Oxidative phosphorylation	UQCR11	Energy metabolism
Oxidative phosphorylation	COX10	Energy metabolism
Oxidative phosphorylation	COX3	Energy metabolism
Oxidative phosphorylation	COX1	Energy metabolism
Oxidative phosphorylation	COX2	Energy metabolism
Oxidative phosphorylation	COX4I2	Energy metabolism
Oxidative phosphorylation	COX4I1	Energy metabolism
Oxidative phosphorylation	COX5A	Energy metabolism
Oxidative phosphorylation	COX5B	Energy metabolism
Oxidative phosphorylation	COX6A1	Energy metabolism
Oxidative phosphorylation	COX6A2	Energy metabolism
Oxidative phosphorylation	COX6B1	Energy metabolism
Oxidative phosphorylation	COX6B2	Energy metabolism
Oxidative phosphorylation	COX6C	Energy metabolism
Oxidative phosphorylation	COX7A1	Energy metabolism
Oxidative phosphorylation	COX7A2	Energy metabolism
Oxidative phosphorylation	COX7A2L	Energy metabolism
Oxidative phosphorylation	COX7B	Energy metabolism
Oxidative phosphorylation	COX7B2	Energy metabolism
Oxidative phosphorylation	COX7C	Energy metabolism
Oxidative phosphorylation	COX8C	Energy metabolism
Oxidative phosphorylation	COX8A	Energy metabolism
Oxidative phosphorylation	COX11	Energy metabolism
Oxidative phosphorylation	COX15	Energy metabolism
Oxidative phosphorylation	COX17	Energy metabolism
Oxidative phosphorylation	CYCS	Energy metabolism
Oxidative phosphorylation	ATP5F1A	Energy metabolism
Oxidative phosphorylation	ATP5F1B	Energy metabolism
Oxidative phosphorylation	ATP5F1C	Energy metabolism
Oxidative phosphorylation	ATP5F1D	Energy metabolism
Oxidative phosphorylation	ATP5F1E	Energy metabolism
Oxidative phosphorylation	ATP5PO	Energy metabolism
Oxidative phosphorylation	ATP6	Energy metabolism
Oxidative phosphorylation	ATP5PB	Energy metabolism
Oxidative phosphorylation	ATP5MC1	Energy metabolism
Oxidative phosphorylation	ATP5MC2	Energy metabolism
Oxidative phosphorylation	ATP5MC3	Energy metabolism
Oxidative phosphorylation	ATP5PD	Energy metabolism
Oxidative phosphorylation	ATP5ME	Energy metabolism
Oxidative phosphorylation	ATP5MF	Energy metabolism
Oxidative phosphorylation	ATP5MG	Energy metabolism
Oxidative phosphorylation	ATP5PF	Energy metabolism
Oxidative phosphorylation	ATP8	Energy metabolism
Oxidative phosphorylation	ATP6V1A	Energy metabolism
Oxidative phosphorylation	ATP6V1B1	Energy metabolism
Oxidative phosphorylation	ATP6V1B2	Energy metabolism
Oxidative phosphorylation	ATP6V1C2	Energy metabolism
Oxidative phosphorylation	ATP6V1C1	Energy metabolism
Oxidative phosphorylation	ATP6V1D	Energy metabolism
Oxidative phosphorylation	ATP6V1E2	Energy metabolism
Oxidative phosphorylation	ATP6V1E1	Energy metabolism
Oxidative phosphorylation	ATP6V1F	Energy metabolism
Oxidative phosphorylation	ATP6V1G1	Energy metabolism
Oxidative phosphorylation	ATP6V1G3	Energy metabolism
Oxidative phosphorylation	ATP6V1G2	Energy metabolism
Oxidative phosphorylation	ATP6V1H	Energy metabolism
Oxidative phosphorylation	TCIRG1	Energy metabolism
Oxidative phosphorylation	ATP6V0A2	Energy metabolism
Oxidative phosphorylation	ATP6V0A4	Energy metabolism
Oxidative phosphorylation	ATP6V0A1	Energy metabolism
Oxidative phosphorylation	ATP6V0C	Energy metabolism
Oxidative phosphorylation	ATP6V0B	Energy metabolism
Oxidative phosphorylation	ATP6V0D1	Energy metabolism
Oxidative phosphorylation	ATP6V0D2	Energy metabolism
Oxidative phosphorylation	ATP6V0E1	Energy metabolism
Oxidative phosphorylation	ATP6V0E2	Energy metabolism
Oxidative phosphorylation	ATP6AP1	Energy metabolism
Oxidative phosphorylation	ATP4A	Energy metabolism
Oxidative phosphorylation	ATP4B	Energy metabolism
Oxidative phosphorylation	ATP12A	Energy metabolism
Oxidative phosphorylation	PPA2	Energy metabolism
Oxidative phosphorylation	PPA1	Energy metabolism
Oxidative phosphorylation	LHPP	Energy metabolism
Nitrogen metabolism	GLUD2	Energy metabolism
Nitrogen metabolism	GLUD1	Energy metabolism
Nitrogen metabolism	GLUL	Energy metabolism
Nitrogen metabolism	CPS1	Energy metabolism
Nitrogen metabolism	CA13	Energy metabolism
Nitrogen metabolism	CA1	Energy metabolism
Nitrogen metabolism	CA6	Energy metabolism
Nitrogen metabolism	CA7	Energy metabolism
Nitrogen metabolism	CA12	Energy metabolism
Nitrogen metabolism	CA5B	Energy metabolism
Nitrogen metabolism	CA14	Energy metabolism
Nitrogen metabolism	CA9	Energy metabolism
Nitrogen metabolism	CA3	Energy metabolism
Nitrogen metabolism	CA5A	Energy metabolism
Nitrogen metabolism	CA8	Energy metabolism
Nitrogen metabolism	CA2	Energy metabolism
Nitrogen metabolism	CA4	Energy metabolism
Sulfur metabolism	PAPSS2	Energy metabolism
Sulfur metabolism	PAPSS1	Energy metabolism
Sulfur metabolism	BPNT1	Energy metabolism
Sulfur metabolism	BPNT2	Energy metabolism
Sulfur metabolism	SUOX	Energy metabolism
Sulfur metabolism	SQOR	Energy metabolism
Sulfur metabolism	ETHE1	Energy metabolism
Sulfur metabolism	MPST	Energy metabolism
Sulfur metabolism	TST	Energy metabolism
Sulfur metabolism	SELENBP1	Energy metabolism
Fatty acid biosynthesis	ACACA	Lipid metabolism
Fatty acid biosynthesis	ACACB	Lipid metabolism
Fatty acid biosynthesis	ACSF3	Lipid metabolism
Fatty acid biosynthesis	MCAT	Lipid metabolism
Fatty acid biosynthesis	FASN	Lipid metabolism
Fatty acid biosynthesis	OXSM	Lipid metabolism
Fatty acid biosynthesis	CBR4	Lipid metabolism
Fatty acid biosynthesis	HSD17B8	Lipid metabolism
Fatty acid biosynthesis	HTD2	Lipid metabolism
Fatty acid biosynthesis	MECR	Lipid metabolism
Fatty acid biosynthesis	OLAH	Lipid metabolism
Fatty acid biosynthesis	ACSL6	Lipid metabolism
Fatty acid biosynthesis	ACSL4	Lipid metabolism
Fatty acid biosynthesis	ACSL1	Lipid metabolism
Fatty acid biosynthesis	ACSL5	Lipid metabolism
Fatty acid biosynthesis	ACSL3	Lipid metabolism
Fatty acid biosynthesis	ACSBG1	Lipid metabolism
Fatty acid biosynthesis	ACSBG2	Lipid metabolism
Fatty acid elongation	ACAA2	Lipid metabolism
Fatty acid elongation	HADHB	Lipid metabolism
Fatty acid elongation	HADH	Lipid metabolism
Fatty acid elongation	HADHA	Lipid metabolism
Fatty acid elongation	ECHS1	Lipid metabolism
Fatty acid elongation	MECR	Lipid metabolism
Fatty acid elongation	PPT1	Lipid metabolism
Fatty acid elongation	PPT2	Lipid metabolism
Fatty acid elongation	ELOVL1	Lipid metabolism
Fatty acid elongation	ELOVL2	Lipid metabolism
Fatty acid elongation	ELOVL3	Lipid metabolism
Fatty acid elongation	ELOVL4	Lipid metabolism
Fatty acid elongation	ELOVL5	Lipid metabolism
Fatty acid elongation	ELOVL6	Lipid metabolism
Fatty acid elongation	ELOVL7	Lipid metabolism
Fatty acid elongation	HSD17B12	Lipid metabolism
Fatty acid elongation	HACD2	Lipid metabolism
Fatty acid elongation	HACD1	Lipid metabolism
Fatty acid elongation	HACD4	Lipid metabolism
Fatty acid elongation	HACD3	Lipid metabolism
Fatty acid elongation	TECR	Lipid metabolism
Fatty acid elongation	ACOT4	Lipid metabolism
Fatty acid elongation	ACOT2	Lipid metabolism
Fatty acid elongation	ACOT1	Lipid metabolism
Fatty acid elongation	ACOT7	Lipid metabolism
Fatty acid elongation	THEM4	Lipid metabolism
Fatty acid elongation	THEM5	Lipid metabolism
Fatty acid degradation	ACAT2	Lipid metabolism
Fatty acid degradation	ACAT1	Lipid metabolism
Fatty acid degradation	ACAA1	Lipid metabolism
Fatty acid degradation	ACAA2	Lipid metabolism
Fatty acid degradation	HADHB	Lipid metabolism
Fatty acid degradation	HADH	Lipid metabolism
Fatty acid degradation	HADHA	Lipid metabolism
Fatty acid degradation	EHHADH	Lipid metabolism
Fatty acid degradation	ECHS1	Lipid metabolism
Fatty acid degradation	ACOX3	Lipid metabolism
Fatty acid degradation	ACOX1	Lipid metabolism
Fatty acid degradation	ACADS	Lipid metabolism
Fatty acid degradation	ACADM	Lipid metabolism
Fatty acid degradation	ACADL	Lipid metabolism
Fatty acid degradation	ACADSB	Lipid metabolism
Fatty acid degradation	ACADVL	Lipid metabolism
Fatty acid degradation	GCDH	Lipid metabolism
Fatty acid degradation	ACSL6	Lipid metabolism
Fatty acid degradation	ACSL4	Lipid metabolism
Fatty acid degradation	ACSL1	Lipid metabolism
Fatty acid degradation	ACSL5	Lipid metabolism
Fatty acid degradation	ACSL3	Lipid metabolism
Fatty acid degradation	ACSBG1	Lipid metabolism
Fatty acid degradation	ACSBG2	Lipid metabolism
Fatty acid degradation	CPT1A	Lipid metabolism
Fatty acid degradation	CPT1B	Lipid metabolism
Fatty acid degradation	CPT1C	Lipid metabolism
Fatty acid degradation	CPT2	Lipid metabolism
Fatty acid degradation	ECI1	Lipid metabolism
Fatty acid degradation	ECI2	Lipid metabolism
Fatty acid degradation	CYP2U1	Lipid metabolism
Fatty acid degradation	ADH1A	Lipid metabolism
Fatty acid degradation	ADH1B	Lipid metabolism
Fatty acid degradation	ADH1C	Lipid metabolism
Fatty acid degradation	ADH7	Lipid metabolism
Fatty acid degradation	ADH4	Lipid metabolism
Fatty acid degradation	ADH5	Lipid metabolism
Fatty acid degradation	ADH6	Lipid metabolism
Fatty acid degradation	ALDH2	Lipid metabolism
Fatty acid degradation	ALDH3A2	Lipid metabolism
Fatty acid degradation	ALDH1B1	Lipid metabolism
